Target ID,Target Name,Priority Number,High Priority Start Date,High Priority End Date,Site Center WKT,Site Shape WKT,Number of Desired Observations,Mode,Swath Scale,Scan Direction,Glint Check,Rotate Target,Ascending Centroid WKT,Ascending Polygon WKT,Ascending Along,Ascending Across,Descending Centroid WKT,Descending Polygon WKT,Descending Along,Descending Across
volcano0018,v282080_Sakurajima,371,,,POINT(130.657 31.585),"POLYGON((130.2371869647367 31.22355291871228,130.2339399553081 31.94503686686791,131.080060044692 31.94503686686791,131.0768130352634 31.22355291871228,130.2371869647367 31.22355291871228))",6,Area Mapping Mode,1,0,1,1,POINT(130.660679 31.588218),"POLYGON((130.519058 31.141874,130.141434 31.454325,130.803665 32.034405,131.181412 31.720007,130.519058 31.141874))",90,50,POINT(130.660678 31.581782),"POLYGON((130.140015 31.713648,130.517792 32.027992,131.179855 31.447811,130.8022 31.135416,130.140015 31.713648))",90,50
volcano0019,v273070_Taal,370,,,POINT(120.994 14.008),"POLYGON((120.6243046211532 13.64618449170221,120.6231462235269 14.36923918704372,121.3648537764732 14.36923918704372,121.3636953788468 13.64618449170221,120.6243046211532 13.64618449170221))",6,Area Mapping Mode,1,0,1,1,POINT(120.996765 14.011602),"POLYGON((120.933701 13.553241,120.562637 13.821126,121.060081 14.469947,121.43161 14.201304,120.933701 13.553241))",90,50,POINT(120.996765 14.004397),"POLYGON((120.561951 14.19415,120.933502 14.462749,121.430855 13.81387,121.059776 13.546028,120.561951 14.19415))",90,50
volcano0020,v223030_Nyiragongo,373,,,POINT(29.25 -1.52),"POLYGON((28.89048131029298 -1.881707311214544,28.89060094614922 -1.158231271228296,29.60939905385078 -1.158231271228296,29.60951868970702 -1.881707311214544,28.89048131029298 -1.881707311214544))",31,Area Mapping Mode,1,0,1,1,POINT(29.252586 -1.516327),"POLYGON((29.203495 -1.976153,28.836061 -1.717556,29.301655 -1.0565,29.669033 -1.315018,29.203495 -1.976153))",90,50,POINT(29.252587 -1.523673),"POLYGON((28.836136 -1.322369,29.20351 -1.063847,29.669115 -1.724896,29.301683 -1.983498,28.836136 -1.322369))",90,50
volcano0021,v262000_Krakatau_Anak_Krakatau,381,,,POINT(105.42 -6.1),"POLYGON((105.0583919915501 -6.461575851782998,105.0588763571678 -5.738176879285792,105.7811236428323 -5.738176879285792,105.7816080084499 -6.461575851782998,105.0583919915501 -6.461575851782998))",0,Area Mapping Mode,1,0,1,1,POINT(105.422618 -6.096339),"POLYGON((105.371056 -6.555926,105.002808 -6.295482,105.474091 -5.636747,105.842117 -5.896872,105.371056 -6.555926))",90,50,POINT(105.422617 -6.103661),"POLYGON((105.00312 -5.904172,105.371162 -5.644066,105.842422 -6.302825,105.474159 -6.563251,105.00312 -5.904172))",90,50
volcano0022,v323150_Mammoth_Mountain_LVC,383,,,POINT(-119.032 37.631),"POLYGON((-119.4829790059025 37.26973557158406,-119.4873555851605 37.99050191709609,-118.5766444148395 37.99050191709609,-118.5810209940976 37.26973557158406,-119.4829790059025 37.26973557158406))",11,Area Mapping Mode,1,0,1,1,POINT(-119.027694 37.633923),"POLYGON((-119.229454 37.200138,-119.599075 37.539917,-118.823563 38.06736,-118.454887 37.725166,-119.229454 37.200138))",90,50,POINT(-119.027695 37.628076),"POLYGON((-119.600449 37.719376,-119.231735 38.061535,-118.456367 37.534012,-118.826019 37.194271,-119.600449 37.719376))",90,50
volcano0023,v241040_White_Island,382,,,POINT(177.1806283 -37.52019052),"POLYGON((176.7259557244302 -37.8797027166268,176.7303083981136 -37.15892274153305,177.6309482018863 -37.15892274153305,177.6353008755698 -37.8797027166268,176.7259557244302 -37.8797027166268))",0,Area Mapping Mode,1,0,1,1,POINT(177.184919 -37.51726),"POLYGON((176.982285 -37.951038,176.613251 -37.60947,177.385208 -37.083138,177.755157 -37.422302,176.982285 -37.951038))",90,50,POINT(177.18492 -37.523121),"POLYGON((176.614639 -37.428177,176.984589 -37.089005,177.756638 -37.615314,177.387589 -37.956894,176.614639 -37.428177))",90,50
volcano0024,v257100_Yasur,384,,,POINT(169.447 -19.532),"POLYGON((169.0650201789199 -19.89292473884182,169.0667153793684 -19.17025719730131,169.8272846206316 -19.17025719730131,169.8289798210801 -19.89292473884182,169.0650201789199 -19.89292473884182))",0,Area Mapping Mode,1,0,1,1,POINT(169.449949 -19.528471),"POLYGON((169.371567 -19.984985,168.996872 -19.706543,169.527893 -19.071924,169.902023 -19.349272,169.371567 -19.984985))",90,50,POINT(169.449949 -19.535529),"POLYGON((168.997849 -19.356342,169.371994 -19.078983,169.903046 -19.713589,169.528351 -19.992041,168.997849 -19.356342))",90,50
volcano0025,v2110010_Campi_Flegrei_and_Pisciarelli,380,,,POINT(14.139 40.827),"POLYGON((13.6673594736541 40.46583023144828,13.66222801917243 41.18619816397099,14.61577198082759 41.18619816397099,14.61064052634592 40.46583023144828,13.6673594736541 40.46583023144828))",5,Area Mapping Mode,1,0,1,1,POINT(14.48178 41.020658),"POLYGON((14.231294 40.598873,13.87482 40.957863,14.735493 41.441895,15.089869 41.080265,14.231294 40.598873))",90,50,POINT(14.259 40.947),"POLYGON((13.651717 41.007359,14.00649 41.368549,14.865145 40.883461,14.508305 40.524906,13.651717 41.007359))",90,50
volcano0026,v354020_Ubinas,379,,,POINT(-70.9 -16.34),"POLYGON((-71.27504765197013 -16.7011141174153,-71.27367140868249 -15.97820906615353,-70.52632859131752 -15.97820906615353,-70.52495234802988 -16.7011141174153,-71.27504765197013 -16.7011141174153))",6,Area Mapping Mode,1,0,1,1,POINT(-70.897167 -16.336425),"POLYGON((-70.966011 -16.794128,-71.338852 -16.521812,-70.828644 -15.878699,-70.456322 -16.15012,-70.966011 -16.794128))",90,50,POINT(-70.897167 -16.343575),"POLYGON((-71.33802 -16.157259,-70.965683 -15.885848,-70.455475 -16.528975,-70.828331 -16.801281,-71.33802 -16.157259))",90,50
volcano0027,v251020_Manam,378,,,POINT(145.04 -4.08),"POLYGON((144.6795987045151 -4.441639620956625,144.6799209949966 -3.718195304785602,145.4000790050034 -3.718195304785602,145.4004012954848 -4.441639620956625,144.6795987045151 -4.441639620956625))",0,Area Mapping Mode,1,0,1,1,POINT(145.042599 -4.076332),"POLYGON((144.992493 -4.536061,144.62471 -4.276693,145.092636 -3.6166,145.460281 -3.875755,144.992493 -4.536061))",90,50,POINT(145.042599 -4.083668),"POLYGON((144.624924 -3.88309,144.992554 -3.623935,145.460495 -4.28403,145.092697 -4.543397,144.624924 -3.88309))",90,50
volcano0028,v351020_Nevado_del_Ruiz,385,,,POINT(-75.322 4.895),"POLYGON((-75.6824461912184 4.533186826502369,-75.68283357547095 5.256614991863277,-74.96116642452905 5.256614991863277,-74.9615538087816 4.533186826502369,-75.6824461912184 4.533186826502369))",36,Area Mapping Mode,1,0,1,1,POINT(-75.319394 4.898665),"POLYGON((-75.369972 4.438985,-75.737732 4.698503,-75.268745 5.358341,-74.900803 5.098567,-75.369972 4.438985))",90,50,POINT(-75.319394 4.891335),"POLYGON((-75.737968 5.091263,-75.37001 5.351015,-74.90107 4.691147,-75.268845 4.431652,-75.737968 5.091263))",90,50
volcano0029,v344100_Masaya,386,,,POINT(-86.16 11.98),"POLYGON((-86.52679248377746 11.61817099805516,-86.52776984328288 12.34133856026082,-85.79223015671711 12.34133856026082,-85.79320751622254 11.61817099805516,-86.52679248377746 11.61817099805516))",2,Area Mapping Mode,1,0,1,1,POINT(-86.157285 11.983622),"POLYGON((-86.216377 11.524819,-86.586472 11.790077,-86.097992 12.442412,-85.727478 12.176513,-86.216377 11.524819))",90,50,POINT(-86.157285 11.976378),"POLYGON((-86.587074 12.169276,-86.216568 12.435169,-85.728111 11.782826,-86.098198 11.517574,-86.587074 12.169276))",90,50
volcano0030,v263310_Bromo,387,,,POINT(112.95 -7.94),"POLYGON((112.5868942822934 -8.30150982676112,112.5875288913533 -7.578167550224307,113.3124711086467 -7.578167550224307,113.3131057177065 -8.30150982676112,112.5868942822934 -8.30150982676112))",30,Area Mapping Mode,1,0,1,1,POINT(112.952641 -7.936348),"POLYGON((112.899261 -8.395755,112.530426 -8.134003,113.005905 -7.476934,113.374451 -7.738269,112.899261 -8.395755))",90,50,POINT(112.952641 -7.943652),"POLYGON((112.530823 -7.745577,112.899368 -7.484239,113.374863 -8.141301,113.006027 -8.403059,112.530823 -7.745577))",90,50
volcano0031,v264020_Agung,388,,,POINT(115.51 -8.34),"POLYGON((115.1465176567611 -8.701494475818825,115.1471853387982 -7.978166443861687,115.8728146612018 -7.978166443861687,115.8734823432389 -8.701494475818825,115.1465176567611 -8.701494475818825))",40,Area Mapping Mode,1,0,1,1,POINT(115.512647 -8.336351),"POLYGON((115.458801 -8.795712,115.089828 -8.533628,115.566368 -7.876983,115.935036 -8.138626,115.458801 -8.795712))",90,50,POINT(115.512647 -8.343649),"POLYGON((115.090248 -8.145919,115.458931 -7.88428,115.935471 -8.540932,115.56649 -8.80301,115.090248 -8.145919))",90,50
volcano0032,v211050_Vulcano,389,,,POINT(14.962 38.404),"POLYGON((14.50632097603392 38.04275885039675,14.50177368063007 38.76342973319375,15.42222631936991 38.76342973319375,15.41767902396606 38.04275885039675,14.50632097603392 38.04275885039675))",0,Area Mapping Mode,1,0,1,1,POINT(14.966404 38.406875),"POLYGON((14.754656 37.975422,14.387295 38.319336,15.180695 38.83794,15.546895 38.491558,14.754656 37.975422))",90,50,POINT(14.966403 38.401125),"POLYGON((14.385988 38.485935,14.752285 38.832237,15.545435 38.313457,15.177981 37.969627,14.385988 38.485935))",90,50
volcano0033,v222120_Oldoinyo_Lengai,392,,,POINT(35.914 -2.764),"POLYGON((35.55414210738851 -3.125676249329467,35.55435994805708 -2.402212013209265,36.27364005194289 -2.402212013209265,36.27385789261146 -3.125676249329467,35.55414210738851 -3.125676249329467))",3,Area Mapping Mode,1,0,1,1,POINT(35.916591 -2.760329),"POLYGON((35.867119 -3.220119,35.49955 -2.961224,35.966026 -2.300538,36.333488 -2.559289,35.867119 -3.220119))",90,50,POINT(35.916591 -2.767671),"POLYGON((35.499683 -2.566643,35.867142 -2.307881,36.333641 -2.968553,35.966076 -3.227459,35.499683 -2.566643))",90,50
volcano0034,v345040_Poas,391,,,POINT(-84.23299999999999 10.2),"POLYGON((-84.59765355422832 9.838165526365858,-84.59847734102335 10.56141844078184,-83.86752265897664 10.56141844078184,-83.86834644577166 9.83816552636586,-84.59765355422832 9.838165526365858))",0,Area Mapping Mode,1,0,1,1,POINT(-84.230322 10.203637),"POLYGON((-84.286537 9.744528,-84.655876 10.007859,-84.173943 10.662737,-83.804245 10.398863,-84.286537 9.744528))",90,50,POINT(-84.230322 10.196363),"POLYGON((-84.656387 10.391588,-84.286697 10.655463,-83.804779 10.000586,-84.17411 9.737253,-84.656387 10.391588))",90,50
volcano0035,v241100_Ruapehu,390,,,POINT(175.57 -39.28),"POLYGON((175.104022338958 -39.63934693552881,175.1087718600436 -38.91878498429887,176.0312281399563 -38.91878498429887,176.035977661042 -39.63934693552881,175.104022338958 -39.63934693552881))",5,Area Mapping Mode,1,0,1,1,POINT(175.574521 -39.277184),"POLYGON((175.348114 -39.705341,174.985123 -39.354118,175.798172 -38.848595,176.162598 -39.197289,175.348114 -39.705341))",90,50,POINT(175.574522 -39.282815),"POLYGON((174.986389 -39.20295,175.350815 -38.854237,176.163971 -39.359715,175.800995 -39.71096,174.986389 -39.20295))",90,50
volcano0036,v325010_Yellowstone,395,,,POINT(-110.7 44.4),"POLYGON((-110.2009559431999 44.03892773450237,-110.1947987889341 44.75884223444049,-111.2052012110659 44.75884223444049,-111.1990440568001 44.03892773450237,-110.2009559431999 44.03892773450237))",2,Area Mapping Mode,1,0,1,1,POINT(-110.694638 44.402345),"POLYGON((-111.010872 43.999294,-111.341095 44.38097,-110.374016 44.804512,-110.047745 44.420074,-111.010872 43.999294))",90,50,POINT(-110.694639 44.397654),"POLYGON((-111.341476 44.415409,-111.015198 44.799835,-110.048233 44.376251,-110.378456 43.994591,-111.341476 44.415409))",90,50
volcano0037,v353010_Fernandina_Galapagos,394,,,POINT(-91.55 -0.37),"POLYGON((-91.90935522329949 -0.7317329551933389,-91.9093261173623 -0.008252097451687406,-91.19067388263774 -0.008252097451687318,-91.19064477670055 -0.7317329551933388,-91.90935522329949 -0.7317329551933389))",0,Area Mapping Mode,1,0,1,1,POINT(-91.547415 -0.366327),"POLYGON((-91.596367 -0.826165,-91.963722 -0.567692,-91.498466 0.093512,-91.131126 -0.164943,-91.596367 -0.826165))",90,50,POINT(-91.547416 -0.373674),"POLYGON((-91.963692 -0.172268,-91.596336 0.086167,-91.131119 -0.57506,-91.498489 -0.833515,-91.963692 -0.172268))",90,50
volcano0038,v221080_Erta_Ale,393,,,POINT(40.67 13.6),"POLYGON((40.30092934086258 13.23818117292988,40.29980794313846 13.96125988799192,41.04019205686157 13.96125988799192,41.03907065913745 13.23818117292988,40.30092934086258 13.23818117292988))",3,Area Mapping Mode,1,0,1,1,POINT(40.672754 13.603607),"POLYGON((40.610554 13.145147,40.239689 13.412463,40.735199 14.062051,41.106514 13.794002,40.610554 13.145147))",90,50,POINT(40.672754 13.596393),"POLYGON((40.239002 13.786782,40.610306 14.054836,41.105808 13.405254,40.734959 13.137935,40.239002 13.786782))",90,50
volcano0039,v268010_Dukono,396,,,POINT(127.88 1.68),"POLYGON((127.5205793976704 1.318228604427667,127.5204471515123 2.041703509829771,128.2395528484878 2.041703509829771,128.2394206023296 1.318228604427667,127.5205793976704 1.318228604427667))",30,Area Mapping Mode,1,0,1,1,POINT(127.882587 1.683673),"POLYGON((127.833473 1.223851,127.466095 1.482399,127.931725 2.143494,128.299164 1.884858,127.833473 1.223851))",90,50,POINT(127.882587 1.676327),"POLYGON((127.466011 1.877518,127.833458 2.136148,128.299072 1.475047,127.931694 1.216504,127.466011 1.877518))",90,50
volcano0040,v357090_Copahue,397,,,POINT(-71.16 -37.86),"POLYGON((-71.61677906764535 -38.21948061912153,-71.61235264122328 -37.49874248537171,-70.70764735877673 -37.49874248537171,-70.70322093235464 -38.21948061912153,-71.61677906764535 -38.21948061912153))",3,Area Mapping Mode,1,0,1,1,POINT(-71.155666 -37.85709),"POLYGON((-71.362633 -38.289875,-71.730667 -37.946503,-70.951118 -37.423946,-70.582085 -37.764889,-71.362633 -38.289875))",90,50,POINT(-71.155666 -37.86291),"POLYGON((-71.729294 -37.770714,-71.360237 -37.429771,-70.58062 -37.952316,-70.948677 -38.295692,-71.729294 -37.770714))",90,50
volcano0041,v342110_Pacaya,398,,,POINT(-90.601 14.382),"POLYGON((-90.97128633504184 14.02018779546127,-90.97247892418473 14.74321990003867,-90.22952107581526 14.74321990003867,-90.23071366495816 14.02018779546127,-90.97128633504184 14.02018779546127))",4,Area Mapping Mode,1,0,1,1,POINT(-90.598225 14.385598),"POLYGON((-90.662086 13.927327,-91.033348 14.195732,-90.534096 14.843852,-90.162361 14.574667,-90.662086 13.927327))",90,50,POINT(-90.598225 14.378401),"POLYGON((-91.034073 14.567477,-90.662346 14.836656,-90.163116 14.188529,-90.53437 13.920129,-91.034073 14.567477))",90,50
volcano0042,v332010_East_Rift_Zone_Hawaii,399,,,POINT(-154.91 19.275),"POLYGON((-155.2896998421261 18.913252741746,-155.2913683421777 19.63594074614318,-154.5286316578223 19.63594074614318,-154.5303001578739 18.913252741746,-155.2896998421261 18.913252741746))",0,Area Mapping Mode,1,0,1,1,POINT(-154.907062 19.278533),"POLYGON((-154.984192 18.82188,-155.35817 19.098732,-154.829498 19.735153,-154.454956 19.457226,-154.984192 18.82188))",90,50,POINT(-154.998218 19.380958),"POLYGON((-155.450714 19.559385,-155.076126 19.837532,-154.546707 19.201414,-154.920731 18.924351,-155.450714 19.559385))",90,50
volcano0043,v283110_Asama,400,,,POINT(138.53 36.4),"POLYGON((138.0861439352134 36.03869822952642,138.0820253608321 36.75961514647064,138.9779746391679 36.75961514647064,138.9738560647866 36.03869822952642,138.0861439352134 36.03869822952642))",3,Area Mapping Mode,1,0,1,1,POINT(138.534159 36.402995),"POLYGON((138.347015 35.965923,137.974564 36.299465,138.723419 36.839771,139.09523 36.503906,138.347015 35.965923))",90,50,POINT(138.534158 36.397005),"POLYGON((137.973129 36.497936,138.34494 36.83379,139.093704 36.293457,138.721268 35.959927,137.973129 36.497936))",90,50
volcano0044,v342030_Santiaguito_Santa_Maria,404,,,POINT(-91.552 14.757),"POLYGON((-91.92289658284963 14.39519135647196,-91.92412372812197 15.11820026386964,-91.17987627187806 15.11820026386964,-91.1811034171504 14.39519135647196,-91.92289658284963 14.39519135647196))",11,Area Mapping Mode,1,0,1,1,POINT(-91.549215 14.760594),"POLYGON((-91.613907 14.302418,-91.985374 14.571364,-91.484245 15.218752,-91.112297 14.949004,-91.613907 14.302418))",90,50,POINT(-91.549215 14.753406),"POLYGON((-91.986099 14.941853,-91.614143 15.211569,-91.113091 14.564141,-91.484558 14.295225,-91.986099 14.941853))",90,50
volcano0045,v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK,408,,,POINT(128.08 41.98),"POLYGON((127.6000550169375 41.61886294720346,127.5946161589341 42.33908518233147,128.565383841066 42.33908518233147,128.5599449830626 41.61886294720346,127.6000550169375 41.61886294720346))",4,Area Mapping Mode,1,0,1,1,POINT(128.084929 41.982598),"POLYGON((127.817841 41.565258,127.467072 41.930294,128.35553 42.399311,128.703766 42.031582,127.817841 41.565258))",90,50,POINT(128.084928 41.977402),"POLYGON((127.466141 42.026398,127.814354 42.394119,128.702728 41.925087,128.351974 41.560059,127.466141 42.026398))",90,50
volcano0046,v224010_Mt._Cameroon,405,,,POINT(9.175 4.211),"POLYGON((8.814866906970963 3.849193846055426,8.814534177262487 4.572635762535696,9.535465822737535 4.572635762535696,9.53513309302906 3.849193846055426,8.814866906970963 3.849193846055426))",4,Area Mapping Mode,1,0,1,1,POINT(9.273829 4.350351),"POLYGON((9.223606 3.890636,8.85594 4.149914,9.324113 4.810063,9.69194 4.550558,9.223606 3.890636))",90,50,POINT(9.1776 4.207333),"POLYGON((8.759607 4.407621,9.127413 4.667054,9.595377 4.006822,9.227728 3.747609,8.759607 4.407621))",90,50
volcano0047,v353050_Sierra_Negra,401,,,POINT(-91.17 -0.83),"POLYGON((-91.52940333393828 -1.191723050868928,-91.52933803313687 -0.468243416885528,-90.81066196686314 -0.4682434168855279,-90.81059666606173 -1.191723050868928,-91.52940333393828 -1.191723050868928))",14,Area Mapping Mode,1,0,1,1,POINT(-91.167415 -0.826327),"POLYGON((-91.216393 -1.286163,-91.583778 -1.027658,-91.118446 -0.366491,-90.751091 -0.624952,-91.216393 -1.286163))",90,50,POINT(-91.167415 -0.833673),"POLYGON((-91.58374 -0.632305,-91.216393 -0.373838,-90.751045 -1.034997,-91.118423 -1.293508,-91.58374 -0.632305))",90,50
volcano0048,v223020_Nyamuragira,409,,,POINT(29.2 -1.408),"POLYGON((28.84050356084609 -1.769709938201444,28.84061437227558 -1.046233171452108,29.5593856277244 -1.046233171452108,29.55949643915389 -1.769709938201444,28.84050356084609 -1.769709938201444))",16,Area Mapping Mode,1,0,1,1,POINT(29.202586 -1.404327),"POLYGON((29.153521 -1.864155,28.786095 -1.605578,29.251633 -0.944498,29.619005 -1.203002,29.153521 -1.864155))",90,50,POINT(29.202586 -1.411673),"POLYGON((28.786154 -1.210372,29.153511 -0.951847,29.619091 -1.612899,29.25168 -1.871498,28.786154 -1.210372))",90,50
volcano0049,v224030_Oku_Volcanic_Field_Lake_Nyos,406,,,POINT(10.298 6.437),"POLYGON((9.936657996106987 6.075174644613453,9.936146324618278 6.798564324326778,10.65985367538173 6.798564324326778,10.65934200389302 6.075174644613453,9.936657996106987 6.075174644613453))",3,Area Mapping Mode,1,0,1,1,POINT(10.300622 6.440659),"POLYGON((10.248845 5.981097,9.880736 6.241426,10.352493 6.900216,10.720838 6.639549,10.248845 5.981097))",90,50,POINT(10.300621 6.433341),"POLYGON((9.880435 6.632278,10.248803 6.892904,10.720478 6.234061,10.352345 5.973773,9.880435 6.632278))",90,50
volcano0050,v263280_Kelut,407,,,POINT(112.31 -7.93),"POLYGON((111.9469034626781 -8.291510205979721,111.9475372469609 -7.568167582060713,112.672462753039 -7.568167582060713,112.673096537322 -8.291510205979721,111.9469034626781 -8.291510205979721))",46,Area Mapping Mode,1,0,1,1,POINT(112.31264 -7.926348),"POLYGON((112.259293 -8.385758,111.89045 -8.12403,112.365868 -7.46693,112.734421 -7.728241,112.259293 -8.385758))",90,50,POINT(112.312641 -7.933652),"POLYGON((111.890846 -7.735555,112.259399 -7.474236,112.73484 -8.131324,112.366005 -8.393062,111.890846 -7.735555))",90,50
volcano0051,v255020_Bagana,403,,,POINT(155.23 -6.09),"POLYGON((154.868399086435 -6.451576189965731,154.8688826431007 -5.728176949231878,155.5911173568993 -5.728176949231878,155.5916009135651 -6.451576189965731,154.868399086435 -6.451576189965731))",0,Area Mapping Mode,1,0,1,1,POINT(155.232617 -6.086339),"POLYGON((155.181091 -6.545931,154.812836 -6.285522,155.284042 -5.626742,155.652084 -5.886832,155.181091 -6.545931))",90,50,POINT(155.232618 -6.093661),"POLYGON((154.813126 -5.894194,155.181137 -5.634069,155.652435 -6.292804,155.28418 -6.553248,154.813126 -5.894194))",90,50
volcano0052,v344090_Momotombo,402,,,POINT(-86.539 12.423),"POLYGON((-86.90638367508966 12.06117329734251,-86.90739998889467 12.78431760862976,-86.17060001110534 12.78431760862976,-86.17161632491035 12.06117329734251,-86.90638367508966 12.06117329734251))",2,Area Mapping Mode,1,0,1,1,POINT(-86.536275 12.426618),"POLYGON((-86.596191 11.967905,-86.966476 12.233714,-86.476143 12.885317,-86.105431 12.618842,-86.596191 11.967905))",90,50,POINT(-86.536275 12.419382),"POLYGON((-86.967087 12.611637,-86.596367 12.878085,-86.106094 12.226448,-86.476395 11.960666,-86.967087 12.611637))",90,50
volcano0053,v282030_Suwanosejima_Marianas,414,,,POINT(129.716 29.635),"POLYGON((129.3043973492387 29.27349635912926,129.3014523423032 29.99519753609949,130.1305476576969 29.9951975360995,130.1276026507613 29.27349635912926,129.3043973492387 29.27349635912926))",0,Area Mapping Mode,1,0,1,1,POINT(129.719522 29.638287),"POLYGON((129.592224 29.189344,129.214188 29.494547,129.847961 30.087107,130.226288 29.780107,129.592224 29.189344))",90,50,POINT(129.719521 29.631713),"POLYGON((129.212814 29.773605,129.591171 30.080551,130.224792 29.4879,129.846725 29.182751,129.212814 29.773605))",90,50
volcano0054,v282060_Satsuma-Iwojima_Kikai,415,,,POINT(130.308 30.789),"POLYGON((129.8916360720374 30.42752958145142,129.8885154114577 31.14910318577392,130.7274845885423 31.14910318577392,130.7243639279625 30.42752958145142,129.8916360720374 30.42752958145142))",0,Area Mapping Mode,1,0,1,1,POINT(130.311612 30.792247),"POLYGON((130.176132 30.344767,129.798218 30.654146,130.448364 31.239584,130.826462 30.92832,130.176132 30.344767))",90,50,POINT(130.311612 30.785753),"POLYGON((129.796799 30.921837,130.174881 31.233093,130.824966 30.64764,130.447083 30.33827,129.796799 30.921837))",90,50
volcano0055,v221101_Nabro,413,,,POINT(41.7 13.37),"POLYGON((41.33127239353459 13.00817943452055,41.33017171976769 13.73127140100172,42.06982828023229 13.73127140100172,42.06872760646539 13.00817943452055,41.33127239353459 13.00817943452055))",3,Area Mapping Mode,1,0,1,1,POINT(41.702748 13.373609),"POLYGON((41.64101 12.915098,41.270264 13.18211,41.764725 13.832105,42.135918 13.564373,41.64101 12.915098))",90,50,POINT(41.702748 13.366391),"POLYGON((41.269604 13.557183,41.640808 13.824891,42.135204 13.174864,41.764454 12.907876,41.269604 13.557183))",90,50
volcano0056,v261080_Sinabung,410,,,POINT(98.391 3.17),"POLYGON((98.03124474845816 2.808206458572493,98.03099475771342 3.53166536273342,98.75100524228662 3.53166536273342,98.75075525154188 2.808206458572493,98.03124474845816 2.808206458572493))",38,Area Mapping Mode,1,0,1,1,POINT(98.393593 3.17367),"POLYGON((98.343994 2.713894,97.976486 2.972753,98.443237 3.633443,98.810867 3.374419,98.343994 2.713894))",90,50,POINT(98.393593 3.16633),"POLYGON((97.976334 3.367093,98.343964 3.626105,98.810692 2.965399,98.443176 2.706553,97.976334 3.367093))",90,50
volcano0057,v263300_Semeru,411,,,POINT(112.922 -8.107999999999999),"POLYGON((112.5587383376669 -8.469503422655457,112.559386817759 -7.746167045879623,113.2846131822411 -7.746167045879623,113.2852616623331 -8.469503422655457,112.5587383376669 -8.469503422655457))",49,Area Mapping Mode,1,0,1,1,POINT(112.924643 -8.10435),"POLYGON((112.871056 -8.563737,112.502174 -8.301838,112.978104 -7.644957,113.346695 -7.906428,112.871056 -8.563737))",90,50,POINT(112.924643 -8.111651),"POLYGON((112.502594 -7.913705,112.871208 -7.652254,113.347107 -8.309162,112.978203 -8.571041,112.502594 -7.913705))",90,50
volcano0058,v261170_Kerinci,412,,,POINT(101.26 -1.7),"POLYGON((100.9004426853721 -2.06170303063969,100.9005765081679 -1.338228275029338,101.619423491832 -1.338228275029338,101.6195573146279 -2.06170303063969,100.9004426853721 -2.06170303063969))",57,Area Mapping Mode,1,0,1,1,POINT(101.262587 -1.696328),"POLYGON((101.213432 -2.156147,100.846001 -1.897502,101.311714 -1.236507,101.679092 -1.495064,101.213432 -2.156147))",90,50,POINT(101.262587 -1.703673),"POLYGON((100.846085 -1.502398,101.21347 -1.243851,101.679176 -1.904858,101.311729 -2.163494,100.846085 -1.502398))",90,50
volcano0059,v266100_Lokon-Empung_Sulawesi,425,,,POINT(124.79 1.36),"POLYGON((124.4306197084721 0.9982339942760861,124.4305126782866 1.721711055488873,125.1494873217133 1.721711055488873,125.1493802915279 0.9982339942760861,124.4306197084721 0.9982339942760861))",46,Area Mapping Mode,1,0,1,1,POINT(124.792586 1.363673),"POLYGON((124.74353 0.903845,124.376167 1.162356,124.84166 1.8235,125.209076 1.564918,124.74353 0.903845))",90,50,POINT(124.792586 1.356327),"POLYGON((124.376106 1.557582,124.743523 1.816155,125.209 1.155,124.841629 0.896498,124.376106 1.557582))",90,50
volcano0060,v354010_Misti,424,,,POINT(-71.40899999999999 -16.294),"POLYGON((-71.78395800964017 -16.65511669443342,-71.78258617656692 -15.93220849168903,-71.03541382343305 -15.93220849168903,-71.0340419903598 -16.65511669443342,-71.78395800964017 -16.65511669443342))",7,Area Mapping Mode,1,0,1,1,POINT(-71.406168 -16.290424),"POLYGON((-71.474899 -16.748142,-71.847702 -16.475904,-71.337761 -15.832685,-70.965469 -16.104029,-71.474899 -16.748142))",90,50,POINT(-71.406168 -16.297576),"POLYGON((-71.846878 -16.111174,-71.474571 -15.839835,-70.964615 -16.483063,-71.337448 -16.755295,-71.846878 -16.111174))",90,50
volcano0061,v351110_Chiles-Cerro_Negro,423,,,POINT(-77.964 0.826),"POLYGON((-78.32333783035881 0.464243490354083,-78.32340281634916 1.18772313902177,-77.60459718365084 1.18772313902177,-77.60466216964119 0.4642434903540831,-78.32333783035881 0.464243490354083))",30,Area Mapping Mode,1,0,1,1,POINT(-77.961415 0.829673),"POLYGON((-78.010391 0.369838,-78.377739 0.628306,-77.912422 1.289508,-77.545044 1.030997,-78.010391 0.369838))",90,50,POINT(-77.961415 0.822327),"POLYGON((-78.377762 1.023693,-78.010361 1.282167,-77.545113 0.620918,-77.912483 0.362487,-78.377762 1.023693))",90,50
